Employee #,Date,Log In,Log Out,First Name,Last Name,DTR Approved By,DTR Approved Date,DTR Status,Payroll Approved By,Payroll Approved Date,Payroll Status
10029,6/3/2024,10:57 am,9:44 pm,Carol,Ramos,,,,,,
10029,6/4/2024,10:38 am,8:56 pm,Carol,Ramos,,,,,,
10029,6/5/2024,8:02 am,3:06 pm,Carol,Ramos,,,,,,
10029,6/6/2024,8:56 am,5:22 pm,Carol,Ramos,,,,,,
10029,6/7/2024,9:56 am,8:35 pm,Carol,Ramos,,,,,,
10029,6/10/2024,9:09 am,5:05 pm,Carol,Ramos,,,,,,
10029,6/11/2024,9:43 am,7:23 pm,Carol,Ramos,,,,,,
10029,6/12/2024,8:37 am,4:08 pm,Carol,Ramos,,,,,,
10029,6/13/2024,8:06 am,5:03 pm,Carol,Ramos,,,,,,
10029,6/14/2024,8:06 am,6:49 pm,Carol,Ramos,,,,,,
10029,6/17/2024,8:39 am,6:38 pm,Carol,Ramos,,,,,,
10029,6/18/2024,10:38 am,8:05 pm,Carol,Ramos,,,,,,
10029,6/19/2024,9:01 am,6:37 pm,Carol,Ramos,,,,,,
10029,6/20/2024,9:39 am,7:01 pm,Carol,Ramos,,,,,,
10029,6/21/2024,9:35 am,5:33 pm,Carol,Ramos,,,,,,
10029,6/24/2024,8:59 am,6:52 pm,Carol,Ramos,,,,,,
10029,6/25/2024,8:13 am,6:46 pm,Carol,Ramos,,,,,,
10029,6/26/2024,9:50 am,5:12 pm,Carol,Ramos,,,,,,
10029,6/27/2024,10:07 am,6:35 pm,Carol,Ramos,,,,,,
10029,6/28/2024,8:51 am,4:45 pm,Carol,Ramos,,,,,,
10029,7/1/2024,10:30 am,7:43 pm,Carol,Ramos,,,,,,
10029,7/2/2024,9:14 am,6:06 pm,Carol,Ramos,,,,,,
10029,7/3/2024,10:37 am,8:59 pm,Carol,Ramos,,,,,,
10029,7/4/2024,9:36 am,8:20 pm,Carol,Ramos,,,,,,
10029,7/5/2024,8:28 am,6:12 pm,Carol,Ramos,,,,,,
10029,7/8/2024,10:35 am,8:30 pm,Carol,Ramos,,,,,,
10029,7/9/2024,8:50 am,7:31 pm,Carol,Ramos,,,,,,
10029,7/10/2024,10:00 am,8:44 pm,Carol,Ramos,,,,,,
10029,7/11/2024,8:08 am,4:00 pm,Carol,Ramos,,,,,,
10029,7/12/2024,8:08 am,4:20 pm,Carol,Ramos,,,,,,
10029,7/15/2024,9:55 am,8:45 pm,Carol,Ramos,,,,,,
10029,7/16/2024,10:27 am,7:15 pm,Carol,Ramos,,,,,,
