Employee #,Date,Log In,Log Out,First Name,Last Name,DTR Approved By,DTR Approved Date,DTR Status,Payroll Approved By,Payroll Approved Date,Payroll Status
10023,6/3/2024,10:27 am,8:10 pm,Vella,Santos,,,,,,
10023,6/4/2024,10:06 am,8:32 pm,Vella,Santos,,,,,,
10023,6/5/2024,10:01 am,8:19 pm,Vella,Santos,,,,,,
10023,6/6/2024,10:55 am,7:53 pm,Vella,Santos,,,,,,
10023,6/7/2024,10:13 am,6:01 pm,Vella,Santos,,,,,,
10023,6/10/2024,9:25 am,4:34 pm,Vella,Santos,,,,,,
10023,6/11/2024,8:48 am,7:10 pm,Vella,Santos,,,,,,
10023,6/12/2024,10:53 am,8:58 pm,Vella,Santos,,,,,,
10023,6/13/2024,9:30 am,7:55 pm,Vella,Santos,,,,,,
10023,6/14/2024,10:53 am,6:21 pm,Vella,Santos,,,,,,
10023,6/17/2024,9:59 am,6:10 pm,Vella,Santos,,,,,,
10023,6/18/2024,10:35 am,7:00 pm,Vella,Santos,,,,,,
10023,6/19/2024,10:42 am,6:17 pm,Vella,Santos,,,,,,
10023,6/20/2024,9:04 am,4:44 pm,Vella,Santos,,,,,,
10023,6/21/2024,9:06 am,6:41 pm,Vella,Santos,,,,,,
10023,6/24/2024,8:30 am,4:13 pm,Vella,Santos,,,,,,
10023,6/25/2024,10:24 am,8:50 pm,Vella,Santos,,,,,,
10023,6/26/2024,10:21 am,7:05 pm,Vella,Santos,,,,,,
10023,6/27/2024,10:29 am,6:19 pm,Vella,Santos,,,,,,
10023,6/28/2024,8:08 am,4:54 pm,Vella,Santos,,,,,,
10023,7/1/2024,10:08 am,6:49 pm,Vella,Santos,,,,,,
10023,7/2/2024,9:48 am,7:38 pm,Vella,Santos,,,,,,
10023,7/3/2024,10:26 am,5:41 pm,Vella,Santos,,,,,,
10023,7/4/2024,9:32 am,5:22 pm,Vella,Santos,,,,,,
10023,7/5/2024,10:37 am,8:48 pm,Vella,Santos,,,,,,
10023,7/8/2024,9:27 am,7:35 pm,Vella,Santos,,,,,,
10023,7/9/2024,10:52 am,6:45 pm,Vella,Santos,,,,,,
10023,7/10/2024,9:46 am,5:59 pm,Vella,Santos,,,,,,
10023,7/11/2024,10:22 am,6:06 pm,Vella,Santos,,,,,,
10023,7/12/2024,8:36 am,4:25 pm,Vella,Santos,,,,,,
10023,7/15/2024,9:32 am,4:57 pm,Vella,Santos,,,,,,
10023,7/16/2024,9:50 am,8:30 pm,Vella,Santos,,,,,,
10023,7/17/2024,8:49 am,4:57 pm,Vella,Santos,,,,,,
10023,7/18/2024,9:54 am,8:27 pm,Vella,Santos,,,,,,
10023,7/19/2024,8:09 am,4:36 pm,Vella,Santos,,,,,,
10023,7/22/2024,10:18 am,6:20 pm,Vella,Santos,,,,,,
10023,7/23/2024,9:04 am,5:09 pm,Vella,Santos,,,,,,
10023,7/24/2024,8:28 am,4:42 pm,Vella,Santos,,,,,,
10023,7/25/2024,8:43 am,7:21 pm,Vella,Santos,,,,,,
10023,7/26/2024,8:26 am,4:24 pm,Vella,Santos,,,,,,
10023,7/29/2024,9:03 am,4:33 pm,Vella,Santos,,,,,,
10023,7/30/2024,9:38 am,7:53 pm,Vella,Santos,,,,,,
10023,7/31/2024,8:11 am,6:53 pm,Vella,Santos,,,,,,
10023,8/1/2024,10:50 am,8:25 pm,Vella,Santos,,,,,,
10023,8/2/2024,8:35 am,4:11 pm,Vella,Santos,,,,,,
10023,8/5/2024,10:34 am,8:09 pm,Vella,Santos,,,,,,
10023,8/6/2024,8:36 am,6:11 pm,Vella,Santos,,,,,,
10023,8/7/2024,8:29 am,5:16 pm,Vella,Santos,,,,,,
10023,8/8/2024,10:23 am,6:37 pm,Vella,Santos,,,,,,
10023,8/9/2024,8:15 am,5:51 pm,Vella,Santos,,,,,,
10023,8/12/2024,9:11 am,5:54 pm,Vella,Santos,,,,,,
10023,8/13/2024,9:23 am,6:28 pm,Vella,Santos,,,,,,
10023,8/14/2024,9:51 am,8:19 pm,Vella,Santos,,,,,,
10023,8/15/2024,9:56 am,6:06 pm,Vella,Santos,,,,,,
10023,8/16/2024,8:01 am,3:05 pm,Vella,Santos,,,,,,
10023,8/19/2024,9:01 am,4:20 pm,Vella,Santos,,,,,,
10023,8/20/2024,10:22 am,5:25 pm,Vella,Santos,,,,,,
