"Employee #","Date","Log In","Log Out","First Name","Last Name","DTR Approved By","DTR Approved Date","DTR Status","Payroll Approved By","Payroll Approved Date","Payroll Status"
"10015","6/3/2024","8:41 am","7:27 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/4/2024","10:35 am","6:43 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/5/2024","8:06 am","5:06 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/6/2024","8:12 am","6:22 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/7/2024","9:56 am","8:26 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/10/2024","10:27 am","8:11 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/11/2024","8:51 am","5:19 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/12/2024","8:53 am","5:12 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/13/2024","9:49 am","5:47 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/14/2024","8:25 am","6:56 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/17/2024","9:16 am","8:00 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/18/2024","9:23 am","7:32 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/19/2024","9:14 am","4:59 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/20/2024","10:43 am","7:59 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/21/2024","8:46 am","7:31 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/24/2024","8:33 am","6:18 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/25/2024","10:40 am","8:05 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/26/2024","10:51 am","6:16 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/27/2024","10:32 am","7:40 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","6/28/2024","9:50 am","8:09 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10015","7/1/2024","8:59 am","5:50 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10015","7/2/2024","8:36 am","4:09 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10015","7/3/2024","10:44 am","9:33 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10015","7/4/2024","10:22 am","7:58 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10015","7/5/2024","8:15 am","5:05 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10015","7/8/2024","10:09 am","5:30 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10015","7/9/2024","8:54 am","6:11 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10015","7/10/2024","10:48 am","8:31 pm","Fredrick","Romualdez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
