"Employee #","Date","Log In","Log Out","First Name","Last Name","DTR Approved By","DTR Approved Date","DTR Status","Payroll Approved By","Payroll Approved Date","Payroll Status"
"10014","6/3/2024","9:23 am","6:09 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/4/2024","9:11 am","5:10 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/5/2024","8:50 am","6:10 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/6/2024","9:08 am","5:30 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/7/2024","8:30 am","5:31 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/10/2024","9:43 am","7:52 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/11/2024","10:46 am","8:44 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/12/2024","9:06 am","6:52 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/13/2024","10:56 am","9:55 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/14/2024","10:43 am","9:35 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/17/2024","10:21 am","8:16 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/18/2024","9:35 am","5:36 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/19/2024","10:32 am","8:15 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/20/2024","8:51 am","5:57 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/21/2024","9:32 am","6:27 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/24/2024","8:52 am","5:16 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/25/2024","9:11 am","4:13 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/26/2024","10:06 am","8:56 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/27/2024","10:54 am","8:46 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","6/28/2024","9:19 am","4:36 pm","Leila","Martinez","10011","7/5/2025","Approved","10011","7/6/2025","Approved"
"10014","7/1/2024","9:34 am","6:19 pm","Leila","Martinez","10011","7/5/2025","Approved","10003","7/8/2025","Approved"
"10014","7/2/2024","9:31 am","4:35 pm","Leila","Martinez","10011","7/5/2025","Approved","10003","7/8/2025","Approved"
"10014","7/3/2024","10:31 am","8:46 pm","Leila","Martinez","10011","7/5/2025","Approved","10003","7/8/2025","Approved"
"10014","7/4/2024","8:33 am","4:49 pm","Leila","Martinez","10011","7/5/2025","Approved","10003","7/8/2025","Approved"
"10014","7/5/2024","9:12 am","7:43 pm","Leila","Martinez","10011","7/5/2025","Approved","10003","7/8/2025","Approved"
"10014","7/8/2024","10:37 am","8:47 pm","Leila","Martinez","10011","7/5/2025","Approved","10003","7/8/2025","Approved"
"10014","7/9/2024","10:45 am","8:49 pm","Leila","Martinez","10011","7/5/2025","Approved","10003","7/8/2025","Approved"
"10014","7/10/2024","9:57 am","8:31 pm","Leila","Martinez","10011","7/5/2025","Approved","10003","7/8/2025","Approved"
"10014","7/11/2024","10:37 am","7:41 pm","Leila","Martinez","10011","7/5/2025","Approved","10003","7/8/2025","Approved"
