"Employee #","Date","Log In","Log Out","First Name","Last Name","DTR Approved By","DTR Approved Date","DTR Status","Payroll Approved By","Payroll Approved Date","Payroll Status"
"10000","6/3/2024","8:59 am","6:31 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/4/2024","9:47 am","7:07 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/5/2024","10:57 am","9:32 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/6/2024","9:32 am","7:15 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/7/2024","9:46 am","7:15 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/10/2024","9:10 am","6:36 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/11/2024","10:30 am","8:53 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/12/2024","8:37 am","6:25 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/13/2024","8:24 am","7:20 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/14/2024","9:28 am","7:24 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/17/2024","9:07 am","7:10 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/18/2024","8:32 am","6:35 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/19/2024","9:05 am","6:30 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/20/2024","9:07 am","8:01 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/21/2024","8:19 am","3:24 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/24/2024","10:26 am","7:43 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/25/2024","9:52 am","5:12 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/26/2024","8:23 am","6:51 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/27/2024","8:46 am","4:09 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","6/28/2024","9:07 am","6:28 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/1/2024","9:15 am","7:17 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/2/2024","9:33 am","7:06 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/3/2024","10:43 am","7:29 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/4/2024","8:15 am","6:26 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/5/2024","8:00 am","4:29 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/8/2024","8:32 am","4:59 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/9/2024","9:46 am","6:46 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/10/2024","9:02 am","5:37 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/11/2024","10:57 am","9:16 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/12/2024","8:48 am","5:32 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/15/2024","10:02 am","8:52 pm","Super","Admin","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10000","7/16/2024","9:52 am","7:24 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/17/2024","10:37 am","7:25 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/18/2024","10:10 am","6:44 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/19/2024","10:41 am","6:38 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/22/2024","8:28 am","6:15 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/23/2024","10:54 am","8:03 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/24/2024","8:46 am","5:42 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/25/2024","10:25 am","9:00 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/26/2024","10:52 am","6:25 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/29/2024","8:11 am","6:48 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/30/2024","8:04 am","5:00 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","7/31/2024","9:52 am","6:05 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/1/2024","10:08 am","6:21 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/2/2024","10:30 am","8:48 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/5/2024","8:01 am","6:19 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/6/2024","10:01 am","5:37 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/7/2024","9:21 am","5:17 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/8/2024","9:15 am","4:54 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/9/2024","9:35 am","5:16 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/12/2024","9:56 am","6:02 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/13/2024","8:34 am","7:00 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/14/2024","9:59 am","7:51 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/15/2024","9:41 am","5:24 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/16/2024","9:46 am","7:13 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/19/2024","10:46 am","6:08 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/20/2024","8:15 am","4:12 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/21/2024","8:56 am","4:56 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/22/2024","9:33 am","7:48 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/23/2024","8:25 am","4:27 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/26/2024","10:12 am","8:48 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/27/2024","9:08 am","7:12 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/28/2024","10:20 am","6:35 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/29/2024","8:07 am","6:00 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","8/30/2024","8:45 am","6:35 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","9/2/2024","10:31 am","8:13 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","9/3/2024","10:49 am","7:10 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10000","9/4/2024","9:53 am","6:13 pm","Super","Admin","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
