Employee #,Date,Log In,Log Out,First Name,Last Name,DTR Approved By,DTR Approved Date,DTR Status,Payroll Approved By,Payroll Approved Date,Payroll Status
10008,6/3/2024,9:02 am,6:06 pm,Alice,Romualdez,,,,,,
10008,6/4/2024,9:36 am,6:56 pm,Alice,Romualdez,,,,,,
10008,6/5/2024,10:44 am,6:51 pm,Alice,Romualdez,,,,,,
10008,6/6/2024,9:21 am,4:49 pm,Alice,Romualdez,,,,,,
10008,6/7/2024,8:19 am,4:22 pm,Alice,Romualdez,,,,,,
10008,6/10/2024,10:06 am,7:18 pm,Alice,Romualdez,,,,,,
10008,6/11/2024,8:09 am,5:46 pm,Alice,Romualdez,,,,,,
10008,6/12/2024,9:55 am,5:36 pm,Alice,Romualdez,,,,,,
10008,6/13/2024,9:14 am,7:44 pm,Alice,Romualdez,,,,,,
10008,6/14/2024,8:40 am,6:51 pm,Alice,Romualdez,,,,,,
10008,6/17/2024,10:42 am,6:58 pm,Alice,Romualdez,,,,,,
10008,6/18/2024,9:42 am,5:50 pm,Alice,Romualdez,,,,,,
10008,6/19/2024,8:44 am,4:49 pm,Alice,Romualdez,,,,,,
10008,6/20/2024,9:19 am,5:36 pm,Alice,Romualdez,,,,,,
10008,6/21/2024,10:05 am,6:19 pm,Alice,Romualdez,,,,,,
10008,6/24/2024,9:28 am,8:08 pm,Alice,Romualdez,,,,,,
10008,6/25/2024,9:57 am,5:11 pm,Alice,Romualdez,,,,,,
10008,6/26/2024,10:22 am,9:04 pm,Alice,Romualdez,,,,,,
10008,6/27/2024,9:01 am,5:28 pm,Alice,Romualdez,,,,,,
10008,6/28/2024,10:48 am,6:23 pm,Alice,Romualdez,,,,,,
10008,7/1/2024,8:44 am,6:14 pm,Alice,Romualdez,,,,,,
10008,7/2/2024,8:03 am,5:53 pm,Alice,Romualdez,,,,,,
10008,7/3/2024,8:54 am,4:11 pm,Alice,Romualdez,,,,,,
10008,7/4/2024,10:08 am,5:36 pm,Alice,Romualdez,,,,,,
10008,7/5/2024,8:36 am,4:54 pm,Alice,Romualdez,,,,,,
10008,7/8/2024,10:03 am,6:46 pm,Alice,Romualdez,,,,,,
10008,7/9/2024,10:08 am,7:18 pm,Alice,Romualdez,,,,,,
10008,7/10/2024,10:12 am,7:03 pm,Alice,Romualdez,,,,,,
10008,7/11/2024,8:18 am,6:39 pm,Alice,Romualdez,,,,,,
10008,7/12/2024,8:25 am,6:43 pm,Alice,Romualdez,,,,,,
10008,7/15/2024,10:59 am,6:17 pm,Alice,Romualdez,,,,,,
10008,7/16/2024,10:05 am,5:58 pm,Alice,Romualdez,,,,,,
10008,7/17/2024,9:53 am,7:39 pm,Alice,Romualdez,,,,,,
10008,7/18/2024,8:17 am,7:07 pm,Alice,Romualdez,,,,,,
10008,7/19/2024,8:09 am,3:49 pm,Alice,Romualdez,,,,,,
10008,7/22/2024,10:44 am,9:42 pm,Alice,Romualdez,,,,,,
10008,7/23/2024,8:45 am,6:51 pm,Alice,Romualdez,,,,,,
10008,7/24/2024,8:18 am,6:08 pm,Alice,Romualdez,,,,,,
10008,7/25/2024,9:50 am,7:10 pm,Alice,Romualdez,,,,,,
10008,7/26/2024,8:39 am,5:13 pm,Alice,Romualdez,,,,,,
10008,7/29/2024,10:46 am,9:27 pm,Alice,Romualdez,,,,,,
10008,7/30/2024,8:10 am,6:08 pm,Alice,Romualdez,,,,,,
10008,7/31/2024,8:37 am,5:33 pm,Alice,Romualdez,,,,,,
10008,8/1/2024,10:34 am,7:47 pm,Alice,Romualdez,,,,,,
10008,8/2/2024,10:45 am,6:47 pm,Alice,Romualdez,,,,,,
10008,8/5/2024,10:22 am,8:38 pm,Alice,Romualdez,,,,,,
10008,8/6/2024,10:11 am,8:10 pm,Alice,Romualdez,,,,,,
10008,8/7/2024,10:51 am,5:54 pm,Alice,Romualdez,,,,,,
10008,8/8/2024,9:27 am,7:00 pm,Alice,Romualdez,,,,,,
10008,8/9/2024,10:05 am,7:19 pm,Alice,Romualdez,,,,,,
10008,8/12/2024,8:56 am,4:28 pm,Alice,Romualdez,,,,,,
10008,8/13/2024,9:40 am,6:41 pm,Alice,Romualdez,,,,,,
10008,8/14/2024,8:02 am,4:40 pm,Alice,Romualdez,,,,,,
10008,8/15/2024,9:14 am,7:13 pm,Alice,Romualdez,,,,,,
10008,8/16/2024,8:51 am,5:55 pm,Alice,Romualdez,,,,,,
10008,8/19/2024,10:23 am,9:12 pm,Alice,Romualdez,,,,,,
10008,8/20/2024,9:37 am,6:07 pm,Alice,Romualdez,,,,,,
10008,8/21/2024,10:52 am,7:48 pm,Alice,Romualdez,,,,,,
10008,8/22/2024,9:17 am,7:22 pm,Alice,Romualdez,,,,,,
10008,8/23/2024,9:09 am,6:11 pm,Alice,Romualdez,,,,,,
10008,8/26/2024,10:00 am,8:34 pm,Alice,Romualdez,,,,,,
10008,8/27/2024,10:04 am,7:33 pm,Alice,Romualdez,,,,,,
10008,8/28/2024,8:29 am,5:54 pm,Alice,Romualdez,,,,,,
10008,8/29/2024,10:23 am,8:16 pm,Alice,Romualdez,,,,,,
10008,8/30/2024,10:32 am,9:02 pm,Alice,Romualdez,,,,,,
10008,9/2/2024,10:18 am,8:36 pm,Alice,Romualdez,,,,,,
