Employee #,Date,Log In,Log Out,First Name,Last Name
10015,6/3/2024,8:41 AM,7:27 PM,Fredrick,Romualdez
10015,6/4/2024,10:35 AM,6:43 PM,Fredrick,Romualdez
10015,6/5/2024,8:06 AM,5:06 PM,Fredrick,Romualdez
10015,6/6/2024,8:12 AM,6:22 PM,Fredrick,Romualdez
10015,6/7/2024,9:56 AM,8:26 PM,Fredrick,Romualdez
10015,6/10/2024,10:27 AM,8:11 PM,Fredrick,Romualdez
10015,6/11/2024,8:51 AM,5:19 PM,Fredrick,Romualdez
10015,6/12/2024,8:53 AM,5:12 PM,Fredrick,Romualdez
10015,6/13/2024,9:49 AM,5:47 PM,Fredrick,Romualdez
10015,6/14/2024,8:25 AM,6:56 PM,Fredrick,Romualdez
10015,6/17/2024,9:16 AM,8:00 PM,Fredrick,Romualdez
10015,6/18/2024,9:23 AM,7:32 PM,Fredrick,Romualdez
10015,6/19/2024,9:14 AM,4:59 PM,Fredrick,Romualdez
10015,6/20/2024,10:43 AM,7:59 PM,Fredrick,Romualdez
10015,6/21/2024,8:46 AM,7:31 PM,Fredrick,Romualdez
10015,6/24/2024,8:33 AM,6:18 PM,Fredrick,Romualdez
10015,6/25/2024,10:40 AM,8:05 PM,Fredrick,Romualdez
10015,6/26/2024,10:51 AM,6:16 PM,Fredrick,Romualdez
10015,6/27/2024,10:32 AM,7:40 PM,Fredrick,Romualdez
10015,6/28/2024,9:50 AM,8:09 PM,Fredrick,Romualdez
10015,7/1/2024,8:59 AM,5:50 PM,Fredrick,Romualdez
10015,7/2/2024,8:36 AM,4:09 PM,Fredrick,Romualdez
10015,7/3/2024,10:44 AM,9:33 PM,Fredrick,Romualdez
10015,7/4/2024,10:22 AM,7:58 PM,Fredrick,Romualdez
10015,7/5/2024,8:15 AM,5:05 PM,Fredrick,Romualdez
10015,7/8/2024,10:09 AM,5:30 PM,Fredrick,Romualdez
10015,7/9/2024,8:54 AM,6:11 PM,Fredrick,Romualdez
10015,7/10/2024,10:48 AM,8:31 PM,Fredrick,Romualdez
10015,7/11/2024,10:29 AM,8:38 PM,Fredrick,Romualdez
10015,7/12/2024,9:28 AM,4:31 PM,Fredrick,Romualdez
10015,7/15/2024,10:39 AM,5:43 PM,Fredrick,Romualdez
10015,7/16/2024,10:30 AM,9:12 PM,Fredrick,Romualdez
10015,7/17/2024,9:01 AM,7:16 PM,Fredrick,Romualdez
10015,7/18/2024,8:04 AM,6:56 PM,Fredrick,Romualdez
10015,7/19/2024,9:12 AM,4:28 PM,Fredrick,Romualdez
10015,7/22/2024,10:16 AM,7:57 PM,Fredrick,Romualdez
10015,7/23/2024,8:53 AM,6:30 PM,Fredrick,Romualdez
10015,7/24/2024,9:05 AM,7:24 PM,Fredrick,Romualdez
10015,7/25/2024,10:33 AM,5:36 PM,Fredrick,Romualdez
10015,7/26/2024,8:41 AM,6:00 PM,Fredrick,Romualdez
10015,7/29/2024,10:38 AM,7:01 PM,Fredrick,Romualdez
10015,7/30/2024,9:47 AM,8:25 PM,Fredrick,Romualdez
10015,7/31/2024,9:47 AM,5:48 PM,Fredrick,Romualdez
10015,8/1/2024,10:49 AM,9:19 PM,Fredrick,Romualdez
10015,8/2/2024,10:06 AM,7:16 PM,Fredrick,Romualdez
10015,8/5/2024,8:14 AM,3:25 PM,Fredrick,Romualdez
10015,8/6/2024,10:20 AM,6:32 PM,Fredrick,Romualdez
10015,8/7/2024,8:25 AM,3:34 PM,Fredrick,Romualdez
10015,8/8/2024,9:14 AM,8:13 PM,Fredrick,Romualdez
10015,8/9/2024,9:27 AM,8:11 PM,Fredrick,Romualdez
10015,8/12/2024,8:57 AM,6:29 PM,Fredrick,Romualdez
10015,8/13/2024,10:51 AM,9:38 PM,Fredrick,Romualdez
10015,8/14/2024,10:23 AM,8:37 PM,Fredrick,Romualdez
10015,8/15/2024,9:45 AM,5:53 PM,Fredrick,Romualdez
10015,8/16/2024,8:39 AM,4:57 PM,Fredrick,Romualdez
10015,8/19/2024,10:58 AM,7:42 PM,Fredrick,Romualdez
10015,8/20/2024,9:31 AM,5:09 PM,Fredrick,Romualdez
10015,8/21/2024,10:10 AM,8:04 PM,Fredrick,Romualdez
10015,8/22/2024,8:01 AM,3:17 PM,Fredrick,Romualdez
10015,8/23/2024,10:54 AM,7:59 PM,Fredrick,Romualdez
10015,8/26/2024,10:54 AM,6:29 PM,Fredrick,Romualdez
10015,8/27/2024,9:30 AM,6:49 PM,Fredrick,Romualdez
10015,8/28/2024,10:57 AM,6:58 PM,Fredrick,Romualdez
10015,8/29/2024,8:59 AM,7:09 PM,Fredrick,Romualdez
10015,8/30/2024,10:21 AM,5:52 PM,Fredrick,Romualdez
10015,9/2/2024,10:04 AM,5:25 PM,Fredrick,Romualdez
10015,9/3/2024,9:18 AM,7:30 PM,Fredrick,Romualdez
10015,9/4/2024,9:37 AM,8:05 PM,Fredrick,Romualdez
10015,9/5/2024,10:23 AM,8:59 PM,Fredrick,Romualdez
10015,9/6/2024,8:21 AM,3:55 PM,Fredrick,Romualdez
10015,9/9/2024,9:01 AM,5:45 PM,Fredrick,Romualdez
10015,9/10/2024,8:17 AM,4:54 PM,Fredrick,Romualdez
10015,9/11/2024,8:52 AM,7:11 PM,Fredrick,Romualdez
10015,9/12/2024,8:53 AM,7:13 PM,Fredrick,Romualdez
10015,9/13/2024,10:27 AM,7:29 PM,Fredrick,Romualdez
10015,9/16/2024,10:33 AM,6:11 PM,Fredrick,Romualdez
10015,9/17/2024,8:10 AM,5:49 PM,Fredrick,Romualdez
10015,9/18/2024,9:28 AM,6:25 PM,Fredrick,Romualdez
10015,9/19/2024,8:58 AM,7:41 PM,Fredrick,Romualdez
10015,9/20/2024,9:19 AM,6:08 PM,Fredrick,Romualdez
10015,9/23/2024,8:43 AM,4:11 PM,Fredrick,Romualdez
