Employee #,Date,Log In,Log Out,First Name,Last Name
10014,6/3/2024,9:23 AM,6:09 PM,Leila,Martinez
10014,6/4/2024,9:11 AM,5:10 PM,Leila,Martinez
10014,6/5/2024,8:50 AM,6:10 PM,Leila,Martinez
10014,6/6/2024,9:08 AM,5:30 PM,Leila,Martinez
10014,6/7/2024,8:30 AM,5:31 PM,Leila,Martinez
10014,6/10/2024,9:43 AM,7:52 PM,Leila,Martinez
10014,6/11/2024,10:46 AM,8:44 PM,Leila,Martinez
10014,6/12/2024,9:06 AM,6:52 PM,Leila,Martinez
10014,6/13/2024,10:56 AM,9:55 PM,Leila,Martinez
10014,6/14/2024,10:43 AM,9:35 PM,Leila,Martinez
10014,6/17/2024,10:21 AM,8:16 PM,Leila,Martinez
10014,6/18/2024,9:35 AM,5:36 PM,Leila,Martinez
10014,6/19/2024,10:32 AM,8:15 PM,Leila,Martinez
10014,6/20/2024,8:51 AM,5:57 PM,Leila,Martinez
10014,6/21/2024,9:32 AM,6:27 PM,Leila,Martinez
10014,6/24/2024,8:52 AM,5:16 PM,Leila,Martinez
10014,6/25/2024,9:11 AM,4:13 PM,Leila,Martinez
10014,6/26/2024,10:06 AM,8:56 PM,Leila,Martinez
10014,6/27/2024,10:54 AM,8:46 PM,Leila,Martinez
10014,6/28/2024,9:19 AM,4:36 PM,Leila,Martinez
10014,7/1/2024,9:34 AM,6:19 PM,Leila,Martinez
10014,7/2/2024,9:31 AM,4:35 PM,Leila,Martinez
10014,7/3/2024,10:31 AM,8:46 PM,Leila,Martinez
10014,7/4/2024,8:33 AM,4:49 PM,Leila,Martinez
10014,7/5/2024,9:12 AM,7:43 PM,Leila,Martinez
10014,7/8/2024,10:37 AM,8:47 PM,Leila,Martinez
10014,7/9/2024,10:45 AM,8:49 PM,Leila,Martinez
10014,7/10/2024,9:57 AM,8:31 PM,Leila,Martinez
10014,7/11/2024,10:37 AM,7:41 PM,Leila,Martinez
10014,7/12/2024,9:38 AM,4:55 PM,Leila,Martinez
10014,7/15/2024,9:39 AM,4:45 PM,Leila,Martinez
10014,7/16/2024,10:12 AM,7:48 PM,Leila,Martinez
10014,7/17/2024,9:15 AM,8:08 PM,Leila,Martinez
10014,7/18/2024,9:58 AM,8:23 PM,Leila,Martinez
10014,7/19/2024,10:44 AM,8:17 PM,Leila,Martinez
10014,7/22/2024,8:01 AM,5:59 PM,Leila,Martinez
10014,7/23/2024,8:55 AM,6:46 PM,Leila,Martinez
10014,7/24/2024,8:30 AM,3:42 PM,Leila,Martinez
10014,7/25/2024,8:18 AM,5:23 PM,Leila,Martinez
10014,7/26/2024,8:45 AM,6:44 PM,Leila,Martinez
10014,7/29/2024,10:56 AM,7:51 PM,Leila,Martinez
10014,7/30/2024,8:49 AM,4:14 PM,Leila,Martinez
10014,7/31/2024,10:35 AM,5:41 PM,Leila,Martinez
10014,8/1/2024,9:44 AM,5:59 PM,Leila,Martinez
10014,8/2/2024,8:57 AM,4:06 PM,Leila,Martinez
10014,8/5/2024,8:43 AM,5:37 PM,Leila,Martinez
10014,8/6/2024,10:59 AM,6:40 PM,Leila,Martinez
10014,8/7/2024,9:12 AM,5:56 PM,Leila,Martinez
10014,8/8/2024,9:34 AM,7:28 PM,Leila,Martinez
10014,8/9/2024,10:04 AM,7:29 PM,Leila,Martinez
10014,8/12/2024,8:05 AM,4:09 PM,Leila,Martinez
10014,8/13/2024,8:27 AM,4:05 PM,Leila,Martinez
10014,8/14/2024,10:23 AM,5:41 PM,Leila,Martinez
10014,8/15/2024,8:27 AM,6:24 PM,Leila,Martinez
10014,8/16/2024,10:02 AM,5:57 PM,Leila,Martinez
10014,8/19/2024,8:13 AM,5:55 PM,Leila,Martinez
10014,8/20/2024,9:34 AM,5:18 PM,Leila,Martinez
10014,8/21/2024,10:35 AM,9:02 PM,Leila,Martinez
10014,8/22/2024,9:11 AM,4:16 PM,Leila,Martinez
10014,8/23/2024,9:22 AM,4:28 PM,Leila,Martinez
10014,8/26/2024,9:58 AM,7:09 PM,Leila,Martinez
10014,8/27/2024,9:24 AM,6:14 PM,Leila,Martinez
