Employee #,Date,Log In,Log Out,First Name,Last Name,DTR Approved By,DTR Approved Date,DTR Status,Payroll Approved By,Payroll Approved Date,Payroll Status
10031,6/3/2024,10:07 am,8:51 pm,Delia,Aguilar,,,,,,
10031,6/4/2024,10:13 am,5:52 pm,Delia,Aguilar,,,,,,
10031,6/5/2024,9:24 am,6:09 pm,Delia,Aguilar,,,,,,
10031,6/6/2024,9:23 am,4:24 pm,Delia,Aguilar,,,,,,
10031,6/7/2024,9:18 am,6:25 pm,Delia,Aguilar,,,,,,
10031,6/10/2024,10:24 am,8:26 pm,Delia,Aguilar,,,,,,
10031,6/11/2024,9:04 am,5:38 pm,Delia,Aguilar,,,,,,
10031,6/12/2024,9:36 am,8:16 pm,Delia,Aguilar,,,,,,
10031,6/13/2024,8:20 am,5:02 pm,Delia,Aguilar,,,,,,
10031,6/14/2024,10:28 am,9:27 pm,Delia,Aguilar,,,,,,
10031,6/17/2024,8:15 am,6:19 pm,Delia,Aguilar,,,,,,
10031,6/18/2024,8:43 am,7:22 pm,Delia,Aguilar,,,,,,
10031,6/19/2024,9:09 am,4:13 pm,Delia,Aguilar,,,,,,
10031,6/20/2024,8:19 am,5:41 pm,Delia,Aguilar,,,,,,
10031,6/21/2024,8:24 am,6:09 pm,Delia,Aguilar,,,,,,
10031,6/24/2024,8:21 am,6:27 pm,Delia,Aguilar,,,,,,
10031,6/25/2024,10:29 am,5:59 pm,Delia,Aguilar,,,,,,
10031,6/26/2024,8:45 am,3:51 pm,Delia,Aguilar,,,,,,
10031,6/27/2024,10:38 am,8:20 pm,Delia,Aguilar,,,,,,
10031,6/28/2024,9:29 am,8:07 pm,Delia,Aguilar,,,,,,
10031,7/1/2024,8:40 am,7:00 pm,Delia,Aguilar,,,,,,
10031,7/2/2024,10:44 am,6:23 pm,Delia,Aguilar,,,,,,
10031,7/3/2024,9:32 am,5:25 pm,Delia,Aguilar,,,,,,
10031,7/4/2024,10:20 am,6:17 pm,Delia,Aguilar,,,,,,
10031,7/5/2024,8:39 am,6:48 pm,Delia,Aguilar,,,,,,
10031,7/8/2024,10:12 am,6:28 pm,Delia,Aguilar,,,,,,
10031,7/9/2024,10:54 am,6:18 pm,Delia,Aguilar,,,,,,
10031,7/10/2024,9:28 am,7:43 pm,Delia,Aguilar,,,,,,
10031,7/11/2024,8:35 am,7:04 pm,Delia,Aguilar,,,,,,
10031,7/12/2024,9:27 am,5:39 pm,Delia,Aguilar,,,,,,
10031,7/15/2024,9:31 am,5:32 pm,Delia,Aguilar,,,,,,
10031,7/16/2024,10:53 am,6:23 pm,Delia,Aguilar,,,,,,
10031,7/17/2024,8:51 am,5:42 pm,Delia,Aguilar,,,,,,
10031,7/18/2024,9:37 am,6:31 pm,Delia,Aguilar,,,,,,
10031,7/19/2024,9:01 am,4:55 pm,Delia,Aguilar,,,,,,
10031,7/22/2024,9:36 am,6:27 pm,Delia,Aguilar,,,,,,
10031,7/23/2024,8:54 am,6:33 pm,Delia,Aguilar,,,,,,
10031,7/24/2024,8:49 am,3:57 pm,Delia,Aguilar,,,,,,
10031,7/25/2024,8:42 am,7:18 pm,Delia,Aguilar,,,,,,
10031,7/26/2024,10:42 am,6:08 pm,Delia,Aguilar,,,,,,
10031,7/29/2024,8:30 am,5:56 pm,Delia,Aguilar,,,,,,
10031,7/30/2024,10:53 am,7:11 pm,Delia,Aguilar,,,,,,
10031,7/31/2024,8:43 am,4:39 pm,Delia,Aguilar,,,,,,
10031,8/1/2024,9:15 am,6:22 pm,Delia,Aguilar,,,,,,
10031,8/2/2024,10:49 am,8:18 pm,Delia,Aguilar,,,,,,
10031,8/5/2024,10:20 am,8:02 pm,Delia,Aguilar,,,,,,
10031,8/6/2024,10:11 am,9:05 pm,Delia,Aguilar,,,,,,
10031,8/7/2024,9:51 am,5:54 pm,Delia,Aguilar,,,,,,
10031,8/8/2024,8:37 am,7:02 pm,Delia,Aguilar,,,,,,
10031,8/9/2024,8:29 am,4:17 pm,Delia,Aguilar,,,,,,
10031,8/12/2024,9:59 am,6:12 pm,Delia,Aguilar,,,,,,
10031,8/13/2024,9:15 am,6:15 pm,Delia,Aguilar,,,,,,
10031,8/14/2024,9:55 am,6:12 pm,Delia,Aguilar,,,,,,
10031,8/15/2024,9:13 am,6:42 pm,Delia,Aguilar,,,,,,
10031,8/16/2024,10:25 am,7:18 pm,Delia,Aguilar,,,,,,
10031,8/19/2024,9:26 am,6:42 pm,Delia,Aguilar,,,,,,
10031,8/20/2024,8:41 am,5:26 pm,Delia,Aguilar,,,,,,
10031,8/21/2024,10:30 am,8:13 pm,Delia,Aguilar,,,,,,
10031,8/22/2024,9:11 am,7:17 pm,Delia,Aguilar,,,,,,
10031,8/23/2024,10:44 am,7:03 pm,Delia,Aguilar,,,,,,
10031,8/26/2024,8:39 am,7:14 pm,Delia,Aguilar,,,,,,
10031,8/27/2024,8:16 am,7:02 pm,Delia,Aguilar,,,,,,
10031,8/28/2024,9:24 am,8:20 pm,Delia,Aguilar,,,,,,
10031,8/29/2024,9:14 am,7:09 pm,Delia,Aguilar,,,,,,
10031,8/30/2024,8:51 am,7:48 pm,Delia,Aguilar,,,,,,
10031,9/2/2024,10:41 am,8:50 pm,Delia,Aguilar,,,,,,
10031,9/3/2024,8:42 am,7:00 pm,Delia,Aguilar,,,,,,
10031,9/4/2024,10:50 am,7:21 pm,Delia,Aguilar,,,,,,
10031,9/5/2024,9:46 am,4:46 pm,Delia,Aguilar,,,,,,
10031,9/6/2024,10:59 am,6:01 pm,Delia,Aguilar,,,,,,
10031,9/9/2024,8:03 am,5:21 pm,Delia,Aguilar,,,,,,
10031,9/10/2024,8:20 am,4:33 pm,Delia,Aguilar,,,,,,
10031,9/11/2024,10:19 am,5:50 pm,Delia,Aguilar,,,,,,
10031,9/12/2024,8:27 am,4:58 pm,Delia,Aguilar,,,,,,
10031,9/13/2024,9:47 am,8:42 pm,Delia,Aguilar,,,,,,
10031,9/16/2024,10:37 am,6:17 pm,Delia,Aguilar,,,,,,
10031,9/17/2024,10:43 am,8:23 pm,Delia,Aguilar,,,,,,
10031,9/18/2024,8:40 am,6:49 pm,Delia,Aguilar,,,,,,
10031,9/19/2024,8:43 am,7:18 pm,Delia,Aguilar,,,,,,
10031,9/20/2024,10:33 am,6:53 pm,Delia,Aguilar,,,,,,
10031,9/23/2024,10:09 am,6:08 pm,Delia,Aguilar,,,,,,
10031,9/24/2024,8:55 am,5:27 pm,Delia,Aguilar,,,,,,
10031,9/25/2024,8:02 am,3:59 pm,Delia,Aguilar,,,,,,
10031,9/26/2024,8:26 am,3:49 pm,Delia,Aguilar,,,,,,
10031,9/27/2024,10:54 am,8:33 pm,Delia,Aguilar,,,,,,
10031,9/30/2024,10:07 am,6:46 pm,Delia,Aguilar,,,,,,
10031,10/1/2024,10:10 am,7:25 pm,Delia,Aguilar,,,,,,
10031,10/2/2024,9:28 am,8:19 pm,Delia,Aguilar,,,,,,
10031,10/3/2024,10:00 am,8:28 pm,Delia,Aguilar,,,,,,
10031,10/4/2024,9:16 am,6:04 pm,Delia,Aguilar,,,,,,
10031,10/7/2024,9:56 am,6:43 pm,Delia,Aguilar,,,,,,
10031,10/8/2024,8:50 am,3:53 pm,Delia,Aguilar,,,,,,
10031,10/9/2024,8:20 am,3:22 pm,Delia,Aguilar,,,,,,
10031,10/10/2024,9:42 am,7:54 pm,Delia,Aguilar,,,,,,
10031,10/11/2024,8:57 am,4:29 pm,Delia,Aguilar,,,,,,
10031,10/14/2024,9:38 am,6:13 pm,Delia,Aguilar,,,,,,
10031,10/15/2024,8:48 am,6:15 pm,Delia,Aguilar,,,,,,
10031,10/16/2024,8:55 am,6:23 pm,Delia,Aguilar,,,,,,
10031,10/17/2024,10:06 am,8:31 pm,Delia,Aguilar,,,,,,
10031,10/18/2024,10:55 am,9:44 pm,Delia,Aguilar,,,,,,
10031,10/21/2024,8:08 am,3:16 pm,Delia,Aguilar,,,,,,
10031,10/22/2024,8:29 am,6:52 pm,Delia,Aguilar,,,,,,
10031,10/23/2024,8:26 am,6:47 pm,Delia,Aguilar,,,,,,
10031,10/24/2024,10:26 am,6:12 pm,Delia,Aguilar,,,,,,
10031,10/25/2024,9:16 am,8:12 pm,Delia,Aguilar,,,,,,
10031,10/28/2024,10:47 am,8:19 pm,Delia,Aguilar,,,,,,
10031,10/29/2024,9:49 am,7:28 pm,Delia,Aguilar,,,,,,
10031,10/30/2024,9:53 am,8:30 pm,Delia,Aguilar,,,,,,
10031,10/31/2024,9:18 am,7:38 pm,Delia,Aguilar,,,,,,
10031,11/1/2024,8:35 am,5:30 pm,Delia,Aguilar,,,,,,
10031,11/4/2024,8:00 am,3:42 pm,Delia,Aguilar,,,,,,
10031,11/5/2024,9:11 am,4:22 pm,Delia,Aguilar,,,,,,
10031,11/6/2024,8:18 am,6:57 pm,Delia,Aguilar,,,,,,
10031,11/7/2024,10:10 am,7:09 pm,Delia,Aguilar,,,,,,
10031,11/8/2024,10:54 am,8:38 pm,Delia,Aguilar,,,,,,
10031,11/11/2024,8:32 am,5:42 pm,Delia,Aguilar,,,,,,
10031,11/12/2024,8:42 am,3:49 pm,Delia,Aguilar,,,,,,
10031,11/13/2024,10:43 am,8:52 pm,Delia,Aguilar,,,,,,
10031,11/14/2024,10:10 am,8:02 pm,Delia,Aguilar,,,,,,
10031,11/15/2024,8:59 am,5:23 pm,Delia,Aguilar,,,,,,
10031,11/18/2024,9:12 am,4:34 pm,Delia,Aguilar,,,,,,
10031,11/19/2024,9:48 am,6:04 pm,Delia,Aguilar,,,,,,
10031,11/20/2024,10:45 am,7:00 pm,Delia,Aguilar,,,,,,
10031,11/21/2024,10:35 am,7:25 pm,Delia,Aguilar,,,,,,
10031,11/22/2024,10:27 am,8:02 pm,Delia,Aguilar,,,,,,
10031,11/25/2024,9:31 am,7:34 pm,Delia,Aguilar,,,,,,
10031,11/26/2024,8:40 am,4:24 pm,Delia,Aguilar,,,,,,
10031,11/27/2024,8:19 am,5:42 pm,Delia,Aguilar,,,,,,
10031,11/28/2024,8:33 am,7:22 pm,Delia,Aguilar,,,,,,
10031,11/29/2024,10:10 am,6:27 pm,Delia,Aguilar,,,,,,
10031,12/2/2024,10:44 am,7:29 pm,Delia,Aguilar,,,,,,
10031,12/3/2024,9:58 am,5:12 pm,Delia,Aguilar,,,,,,
10031,12/4/2024,8:35 am,3:57 pm,Delia,Aguilar,,,,,,
10031,12/5/2024,9:23 am,7:29 pm,Delia,Aguilar,,,,,,
10031,12/6/2024,10:30 am,8:27 pm,Delia,Aguilar,,,,,,
10031,12/9/2024,8:24 am,6:18 pm,Delia,Aguilar,,,,,,
10031,12/10/2024,8:33 am,6:55 pm,Delia,Aguilar,,,,,,
10031,12/11/2024,10:45 am,5:47 pm,Delia,Aguilar,,,,,,
10031,12/12/2024,10:20 am,6:36 pm,Delia,Aguilar,,,,,,
10031,12/13/2024,9:43 am,6:40 pm,Delia,Aguilar,,,,,,
10031,12/16/2024,8:14 am,4:17 pm,Delia,Aguilar,,,,,,
10031,12/17/2024,9:04 am,5:12 pm,Delia,Aguilar,,,,,,
10031,12/18/2024,9:59 am,7:26 pm,Delia,Aguilar,,,,,,
10031,12/19/2024,9:17 am,8:09 pm,Delia,Aguilar,,,,,,
10031,12/20/2024,10:08 am,7:17 pm,Delia,Aguilar,,,,,,
10031,12/23/2024,8:06 am,4:45 pm,Delia,Aguilar,,,,,,
10031,12/24/2024,8:09 am,4:44 pm,Delia,Aguilar,,,,,,
10031,12/25/2024,8:02 am,6:41 pm,Delia,Aguilar,,,,,,
10031,12/26/2024,10:53 am,6:15 pm,Delia,Aguilar,,,,,,
10031,12/27/2024,8:37 am,4:03 pm,Delia,Aguilar,,,,,,
10031,12/30/2024,10:56 am,6:03 pm,Delia,Aguilar,,,,,,
10031,12/31/2024,8:59 am,4:07 pm,Delia,Aguilar,,,,,,
