"Employee #","Date","Log In","Log Out","First Name","Last Name","DTR Approved By","DTR Approved Date","DTR Status","Payroll Approved By","Payroll Approved Date","Payroll Status"
"10005","6/3/2024","9:48 am","5:13 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/4/2024","9:50 am","8:20 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/5/2024","9:10 am","5:17 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/6/2024","10:47 am","7:28 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/7/2024","8:14 am","4:58 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/10/2024","8:05 am","6:04 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/11/2024","8:48 am","4:10 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/12/2024","10:10 am","6:34 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/13/2024","9:56 am","6:07 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/14/2024","8:50 am","4:13 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/17/2024","9:36 am","6:09 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/18/2024","10:24 am","5:43 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/19/2024","10:35 am","6:43 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/20/2024","9:28 am","5:07 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/21/2024","8:49 am","7:40 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/24/2024","9:40 am","7:56 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/25/2024","10:13 am","8:03 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/26/2024","10:27 am","7:34 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/27/2024","10:35 am","6:14 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","6/28/2024","9:24 am","6:18 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/1/2024","10:58 am","7:03 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/2/2024","8:50 am","7:49 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/3/2024","9:55 am","5:55 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/4/2024","9:17 am","4:45 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/5/2024","9:21 am","6:42 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/8/2024","10:49 am","6:26 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/9/2024","8:11 am","4:49 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/10/2024","9:40 am","4:47 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/11/2024","9:37 am","5:14 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/12/2024","8:02 am","6:57 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/15/2024","9:55 am","6:36 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10003","7/8/2025","Approved"
"10005","7/16/2024","9:37 am","7:59 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/17/2024","9:48 am","8:34 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/18/2024","8:07 am","4:09 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/19/2024","10:46 am","7:26 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/22/2024","10:27 am","6:53 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/23/2024","10:45 am","7:43 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/24/2024","8:35 am","3:46 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/25/2024","9:10 am","4:31 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/26/2024","9:21 am","5:53 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/29/2024","8:44 am","4:22 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/30/2024","8:44 am","5:17 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","7/31/2024","9:48 am","6:11 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/1/2024","9:40 am","5:06 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/2/2024","10:13 am","6:10 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/5/2024","8:19 am","5:16 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/6/2024","8:16 am","3:26 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/7/2024","10:38 am","7:48 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/8/2024","10:15 am","6:52 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/9/2024","10:26 am","6:08 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/12/2024","10:02 am","6:49 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/13/2024","10:21 am","9:01 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/14/2024","10:33 am","8:34 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/15/2024","10:06 am","7:26 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/16/2024","10:44 am","7:27 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/19/2024","10:17 am","6:25 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/20/2024","8:01 am","5:37 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/21/2024","8:06 am","5:13 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/22/2024","8:08 am","4:08 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/23/2024","9:24 am","4:57 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/26/2024","10:36 am","9:04 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/27/2024","10:47 am","7:07 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/28/2024","8:02 am","6:33 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/29/2024","8:12 am","5:38 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","8/30/2024","9:03 am","4:20 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","9/2/2024","9:10 am","4:35 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","9/3/2024","10:09 am","5:18 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","9/4/2024","9:25 am","6:33 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","9/5/2024","9:39 am","8:33 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","9/6/2024","10:27 am","8:02 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","9/9/2024","8:22 am","5:25 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","9/10/2024","10:26 am","8:46 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","9/11/2024","9:10 am","4:51 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
"10005","9/12/2024","8:14 am","5:43 pm","Eduard","Hernandez","10002","7/5/2025","Approved","10011","7/6/2025","Approved"
