Employee #,Date,Log In,Log Out,First Name,Last Name
10008,6/3/2024,9:02 AM,6:06 PM,Alice,Romualdez
10008,6/4/2024,9:36 AM,6:56 PM,Alice,Romualdez
10008,6/5/2024,10:44 AM,6:51 PM,Alice,Romualdez
10008,6/6/2024,9:21 AM,4:49 PM,Alice,Romualdez
10008,6/7/2024,8:19 AM,4:22 PM,Alice,Romualdez
10008,6/10/2024,10:06 AM,7:18 PM,Alice,Romualdez
10008,6/11/2024,8:09 AM,5:46 PM,Alice,Romualdez
10008,6/12/2024,9:55 AM,5:36 PM,Alice,Romualdez
10008,6/13/2024,9:14 AM,7:44 PM,Alice,Romualdez
10008,6/14/2024,8:40 AM,6:51 PM,Alice,Romualdez
10008,6/17/2024,10:42 AM,6:58 PM,Alice,Romualdez
10008,6/18/2024,9:42 AM,5:50 PM,Alice,Romualdez
10008,6/19/2024,8:44 AM,4:49 PM,Alice,Romualdez
10008,6/20/2024,9:19 AM,5:36 PM,Alice,Romualdez
10008,6/21/2024,10:05 AM,6:19 PM,Alice,Romualdez
10008,6/24/2024,9:28 AM,8:08 PM,Alice,Romualdez
10008,6/25/2024,9:57 AM,5:11 PM,Alice,Romualdez
10008,6/26/2024,10:22 AM,9:04 PM,Alice,Romualdez
10008,6/27/2024,9:01 AM,5:28 PM,Alice,Romualdez
10008,6/28/2024,10:48 AM,6:23 PM,Alice,Romualdez
10008,7/1/2024,8:44 AM,6:14 PM,Alice,Romualdez
10008,7/2/2024,8:03 AM,5:53 PM,Alice,Romualdez
10008,7/3/2024,8:54 AM,4:11 PM,Alice,Romualdez
10008,7/4/2024,10:08 AM,5:36 PM,Alice,Romualdez
10008,7/5/2024,8:36 AM,4:54 PM,Alice,Romualdez
10008,7/8/2024,10:03 AM,6:46 PM,Alice,Romualdez
10008,7/9/2024,10:08 AM,7:18 PM,Alice,Romualdez
10008,7/10/2024,10:12 AM,7:03 PM,Alice,Romualdez
10008,7/11/2024,8:18 AM,6:39 PM,Alice,Romualdez
10008,7/12/2024,8:25 AM,6:43 PM,Alice,Romualdez
10008,7/15/2024,10:59 AM,6:17 PM,Alice,Romualdez
10008,7/16/2024,10:05 AM,5:58 PM,Alice,Romualdez
10008,7/17/2024,9:53 AM,7:39 PM,Alice,Romualdez
10008,7/18/2024,8:17 AM,7:07 PM,Alice,Romualdez
10008,7/19/2024,8:09 AM,3:49 PM,Alice,Romualdez
10008,7/22/2024,10:44 AM,9:42 PM,Alice,Romualdez
10008,7/23/2024,8:45 AM,6:51 PM,Alice,Romualdez
10008,7/24/2024,8:18 AM,6:08 PM,Alice,Romualdez
10008,7/25/2024,9:50 AM,7:10 PM,Alice,Romualdez
10008,7/26/2024,8:39 AM,5:13 PM,Alice,Romualdez
10008,7/29/2024,10:46 AM,9:27 PM,Alice,Romualdez
10008,7/30/2024,8:10 AM,6:08 PM,Alice,Romualdez
10008,7/31/2024,8:37 AM,5:33 PM,Alice,Romualdez
10008,8/1/2024,10:34 AM,7:47 PM,Alice,Romualdez
10008,8/2/2024,10:45 AM,6:47 PM,Alice,Romualdez
10008,8/5/2024,10:22 AM,8:38 PM,Alice,Romualdez
10008,8/6/2024,10:11 AM,8:10 PM,Alice,Romualdez
10008,8/7/2024,10:51 AM,5:54 PM,Alice,Romualdez
10008,8/8/2024,9:27 AM,7:00 PM,Alice,Romualdez
10008,8/9/2024,10:05 AM,7:19 PM,Alice,Romualdez
10008,8/12/2024,8:56 AM,4:28 PM,Alice,Romualdez
10008,8/13/2024,9:40 AM,6:41 PM,Alice,Romualdez
10008,8/14/2024,8:02 AM,4:40 PM,Alice,Romualdez
10008,8/15/2024,9:14 AM,7:13 PM,Alice,Romualdez
10008,8/16/2024,8:51 AM,5:55 PM,Alice,Romualdez
10008,8/19/2024,10:23 AM,9:12 PM,Alice,Romualdez
10008,8/20/2024,9:37 AM,6:07 PM,Alice,Romualdez
10008,8/21/2024,10:52 AM,7:48 PM,Alice,Romualdez
10008,8/22/2024,9:17 AM,7:22 PM,Alice,Romualdez
10008,8/23/2024,9:09 AM,6:11 PM,Alice,Romualdez
10008,8/26/2024,10:00 AM,8:34 PM,Alice,Romualdez
10008,8/27/2024,10:04 AM,7:33 PM,Alice,Romualdez
10008,8/28/2024,8:29 AM,5:54 PM,Alice,Romualdez
10008,8/29/2024,10:23 AM,8:16 PM,Alice,Romualdez
10008,8/30/2024,10:32 AM,9:02 PM,Alice,Romualdez
10008,9/2/2024,10:18 AM,8:36 PM,Alice,Romualdez
10008,9/3/2024,9:01 AM,4:39 PM,Alice,Romualdez
10008,9/4/2024,8:39 AM,6:16 PM,Alice,Romualdez
10008,9/5/2024,9:24 AM,7:08 PM,Alice,Romualdez
10008,9/6/2024,9:29 AM,6:22 PM,Alice,Romualdez
10008,9/9/2024,8:54 AM,4:53 PM,Alice,Romualdez
10008,9/10/2024,9:02 AM,4:59 PM,Alice,Romualdez
10008,9/11/2024,8:37 AM,6:21 PM,Alice,Romualdez
10008,9/12/2024,8:22 AM,5:44 PM,Alice,Romualdez
10008,9/13/2024,8:13 AM,3:39 PM,Alice,Romualdez
10008,9/16/2024,8:05 AM,4:50 PM,Alice,Romualdez
10008,9/17/2024,10:07 AM,8:38 PM,Alice,Romualdez
