"Employee #","Date","Log In","Log Out","First Name","Last Name","DTR Approved By","DTR Approved Date","DTR Status","Payroll Approved By","Payroll Approved Date","Payroll Status"
"10007","6/3/2024","9:09 am","4:30 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/4/2024","9:16 am","4:18 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/5/2024","9:25 am","5:45 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/6/2024","9:51 am","7:58 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/7/2024","8:12 am","3:12 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/10/2024","10:03 am","5:48 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/11/2024","9:18 am","5:50 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/12/2024","9:01 am","4:14 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/13/2024","10:00 am","6:49 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/14/2024","8:12 am","4:15 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/17/2024","9:38 am","6:50 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/18/2024","9:32 am","6:44 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/19/2024","10:00 am","6:43 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/20/2024","8:53 am","6:42 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/21/2024","9:00 am","4:34 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/24/2024","10:47 am","9:33 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/25/2024","8:30 am","6:31 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/26/2024","8:10 am","5:53 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/27/2024","9:25 am","4:39 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","6/28/2024","9:39 am","5:19 pm","Brad","San Jose","10006","7/5/2025","Approved","10011","7/6/2025","Approved"
"10007","7/1/2024","8:51 am","4:53 pm","Brad","San Jose","10006","7/5/2025","Approved","10003","7/8/2025","Approved"
