Employee #,Date,Log In,Log Out,First Name,Last Name
10004,6/3/2024,10:57 AM,6:14 PM,Isabella,Reyes
10004,6/4/2024,9:45 AM,4:54 PM,Isabella,Reyes
10004,6/5/2024,8:44 AM,6:31 PM,Isabella,Reyes
10004,6/6/2024,10:09 AM,6:01 PM,Isabella,Reyes
10004,6/7/2024,9:28 AM,6:11 PM,Isabella,Reyes
10004,6/10/2024,10:10 AM,6:58 PM,Isabella,Reyes
10004,6/11/2024,9:28 AM,8:26 PM,Isabella,Reyes
10004,6/12/2024,9:12 AM,4:56 PM,Isabella,Reyes
10004,6/13/2024,9:49 AM,5:38 PM,Isabella,Reyes
10004,6/14/2024,9:32 AM,8:09 PM,Isabella,Reyes
10004,6/17/2024,8:50 AM,5:42 PM,Isabella,Reyes
10004,6/18/2024,10:56 AM,9:09 PM,Isabella,Reyes
10004,6/19/2024,9:48 AM,6:19 PM,Isabella,Reyes
10004,6/20/2024,8:09 AM,4:39 PM,Isabella,Reyes
10004,6/21/2024,10:59 AM,6:50 PM,Isabella,Reyes
10004,6/24/2024,8:08 AM,4:56 PM,Isabella,Reyes
10004,6/25/2024,9:03 AM,4:10 PM,Isabella,Reyes
10004,6/26/2024,10:25 AM,8:19 PM,Isabella,Reyes
10004,6/27/2024,8:06 AM,4:55 PM,Isabella,Reyes
10004,6/28/2024,8:36 AM,5:33 PM,Isabella,Reyes
10004,7/1/2024,10:51 AM,9:50 PM,Isabella,Reyes
10004,7/2/2024,8:01 AM,5:19 PM,Isabella,Reyes
10004,7/3/2024,9:52 AM,5:21 PM,Isabella,Reyes
10004,7/4/2024,9:45 AM,7:40 PM,Isabella,Reyes
10004,7/5/2024,8:46 AM,7:08 PM,Isabella,Reyes
10004,7/8/2024,9:26 AM,5:53 PM,Isabella,Reyes
10004,7/9/2024,9:04 AM,5:38 PM,Isabella,Reyes
10004,7/10/2024,8:08 AM,4:22 PM,Isabella,Reyes
10004,7/11/2024,10:39 AM,9:05 PM,Isabella,Reyes
10004,7/12/2024,9:15 AM,8:05 PM,Isabella,Reyes
10004,7/15/2024,9:21 AM,4:28 PM,Isabella,Reyes
10004,7/16/2024,9:46 AM,5:23 PM,Isabella,Reyes
10004,7/17/2024,9:11 AM,4:33 PM,Isabella,Reyes
10004,7/18/2024,8:17 AM,3:31 PM,Isabella,Reyes
10004,7/19/2024,9:12 AM,7:38 PM,Isabella,Reyes
10004,7/22/2024,10:40 AM,7:01 PM,Isabella,Reyes
10004,7/23/2024,10:39 AM,8:24 PM,Isabella,Reyes
10004,7/24/2024,10:49 AM,9:45 PM,Isabella,Reyes
10004,7/25/2024,8:13 AM,5:52 PM,Isabella,Reyes
10004,7/26/2024,8:03 AM,5:39 PM,Isabella,Reyes
10004,7/29/2024,10:49 AM,5:54 PM,Isabella,Reyes
10004,7/30/2024,8:22 AM,7:16 PM,Isabella,Reyes
10004,7/31/2024,9:56 AM,6:33 PM,Isabella,Reyes
10004,8/1/2024,9:42 AM,5:04 PM,Isabella,Reyes
10004,8/2/2024,10:33 AM,8:11 PM,Isabella,Reyes
10004,8/5/2024,9:55 AM,5:04 PM,Isabella,Reyes
10004,8/6/2024,9:31 AM,7:48 PM,Isabella,Reyes
10004,8/7/2024,10:01 AM,5:25 PM,Isabella,Reyes
10004,8/8/2024,9:10 AM,7:03 PM,Isabella,Reyes
10004,8/9/2024,10:15 AM,8:33 PM,Isabella,Reyes
10004,8/12/2024,9:25 AM,7:39 PM,Isabella,Reyes
10004,8/13/2024,8:44 AM,7:08 PM,Isabella,Reyes
10004,8/14/2024,8:42 AM,4:32 PM,Isabella,Reyes
10004,8/15/2024,10:33 AM,8:50 PM,Isabella,Reyes
10004,8/16/2024,8:49 AM,5:13 PM,Isabella,Reyes
10004,8/19/2024,8:31 AM,4:38 PM,Isabella,Reyes
10004,8/20/2024,10:51 AM,7:48 PM,Isabella,Reyes
10004,8/21/2024,9:17 AM,7:07 PM,Isabella,Reyes
10004,8/22/2024,10:18 AM,6:24 PM,Isabella,Reyes
10004,8/23/2024,9:33 AM,4:56 PM,Isabella,Reyes
10004,8/26/2024,8:47 AM,4:27 PM,Isabella,Reyes
10004,8/27/2024,8:54 AM,4:36 PM,Isabella,Reyes
10004,8/28/2024,10:38 AM,5:41 PM,Isabella,Reyes
10004,8/29/2024,10:18 AM,8:49 PM,Isabella,Reyes
10004,8/30/2024,9:30 AM,6:59 PM,Isabella,Reyes
10004,9/2/2024,8:31 AM,6:14 PM,Isabella,Reyes
10004,9/3/2024,9:50 AM,6:41 PM,Isabella,Reyes
10004,9/4/2024,8:27 AM,6:00 PM,Isabella,Reyes
10004,9/5/2024,9:07 AM,6:46 PM,Isabella,Reyes
10004,9/6/2024,10:09 AM,5:43 PM,Isabella,Reyes
10004,9/9/2024,10:40 AM,6:25 PM,Isabella,Reyes
10004,9/10/2024,8:13 AM,6:42 PM,Isabella,Reyes
