Employee #,Date,Log In,Log Out,First Name,Last Name
10003,6/3/2024,10:23 AM,6:32 PM,Bianca Sofia,Aquino
10003,6/4/2024,10:45 AM,8:37 PM,Bianca Sofia,Aquino
10003,6/5/2024,9:18 AM,6:46 PM,Bianca Sofia,Aquino
10003,6/6/2024,10:10 AM,6:01 PM,Bianca Sofia,Aquino
10003,6/7/2024,10:22 AM,8:15 PM,Bianca Sofia,Aquino
10003,6/10/2024,8:58 AM,5:52 PM,Bianca Sofia,Aquino
10003,6/11/2024,9:35 AM,5:06 PM,Bianca Sofia,Aquino
10003,6/12/2024,10:51 AM,8:14 PM,Bianca Sofia,Aquino
10003,6/13/2024,8:53 AM,7:06 PM,Bianca Sofia,Aquino
10003,6/14/2024,10:20 AM,6:16 PM,Bianca Sofia,Aquino
10003,6/17/2024,10:46 AM,8:54 PM,Bianca Sofia,Aquino
10003,6/18/2024,8:38 AM,6:30 PM,Bianca Sofia,Aquino
10003,6/19/2024,10:53 AM,7:46 PM,Bianca Sofia,Aquino
10003,6/20/2024,10:02 AM,6:12 PM,Bianca Sofia,Aquino
10003,6/21/2024,9:03 AM,6:01 PM,Bianca Sofia,Aquino
10003,6/24/2024,9:11 AM,4:25 PM,Bianca Sofia,Aquino
10003,6/25/2024,10:59 AM,7:33 PM,Bianca Sofia,Aquino
10003,6/26/2024,9:39 AM,5:15 PM,Bianca Sofia,Aquino
10003,6/27/2024,10:41 AM,6:27 PM,Bianca Sofia,Aquino
10003,6/28/2024,9:43 AM,7:09 PM,Bianca Sofia,Aquino
10003,7/1/2024,9:03 AM,8:00 PM,Bianca Sofia,Aquino
10003,7/2/2024,9:06 AM,6:09 PM,Bianca Sofia,Aquino
10003,7/3/2024,8:34 AM,4:27 PM,Bianca Sofia,Aquino
10003,7/4/2024,8:17 AM,4:54 PM,Bianca Sofia,Aquino
10003,7/5/2024,10:18 AM,6:10 PM,Bianca Sofia,Aquino
10003,7/8/2024,10:28 AM,9:25 PM,Bianca Sofia,Aquino
10003,7/9/2024,9:14 AM,8:12 PM,Bianca Sofia,Aquino
10003,7/10/2024,8:51 AM,5:54 PM,Bianca Sofia,Aquino
10003,7/11/2024,8:54 AM,5:41 PM,Bianca Sofia,Aquino
10003,7/12/2024,8:40 AM,6:05 PM,Bianca Sofia,Aquino
10003,7/15/2024,9:47 AM,8:24 PM,Bianca Sofia,Aquino
10003,7/16/2024,9:17 AM,5:16 PM,Bianca Sofia,Aquino
10003,7/17/2024,8:38 AM,3:44 PM,Bianca Sofia,Aquino
10003,7/18/2024,10:16 AM,6:03 PM,Bianca Sofia,Aquino
10003,7/19/2024,8:04 AM,3:32 PM,Bianca Sofia,Aquino
10003,7/22/2024,9:49 AM,6:06 PM,Bianca Sofia,Aquino
10003,7/23/2024,9:37 AM,7:35 PM,Bianca Sofia,Aquino
10003,7/24/2024,8:59 AM,6:23 PM,Bianca Sofia,Aquino
10003,7/25/2024,9:44 AM,7:49 PM,Bianca Sofia,Aquino
10003,7/26/2024,10:50 AM,8:39 PM,Bianca Sofia,Aquino
10003,7/29/2024,9:38 AM,7:46 PM,Bianca Sofia,Aquino
10003,7/30/2024,9:32 AM,6:13 PM,Bianca Sofia,Aquino
10003,7/31/2024,8:39 AM,6:59 PM,Bianca Sofia,Aquino
10003,8/1/2024,9:32 AM,7:37 PM,Bianca Sofia,Aquino
10003,8/2/2024,10:51 AM,9:25 PM,Bianca Sofia,Aquino
10003,8/5/2024,9:32 AM,6:25 PM,Bianca Sofia,Aquino
10003,8/6/2024,10:30 AM,7:38 PM,Bianca Sofia,Aquino
10003,8/7/2024,10:53 AM,6:42 PM,Bianca Sofia,Aquino
10003,8/8/2024,10:44 AM,8:30 PM,Bianca Sofia,Aquino
10003,8/9/2024,8:06 AM,5:40 PM,Bianca Sofia,Aquino
10003,8/12/2024,9:59 AM,6:18 PM,Bianca Sofia,Aquino
10003,8/13/2024,10:33 AM,5:44 PM,Bianca Sofia,Aquino
10003,8/14/2024,8:29 AM,5:22 PM,Bianca Sofia,Aquino
10003,8/15/2024,8:24 AM,4:39 PM,Bianca Sofia,Aquino
10003,8/16/2024,8:32 AM,6:03 PM,Bianca Sofia,Aquino
10003,8/19/2024,9:47 AM,8:02 PM,Bianca Sofia,Aquino
10003,8/20/2024,9:10 AM,5:30 PM,Bianca Sofia,Aquino
10003,8/21/2024,8:19 AM,5:16 PM,Bianca Sofia,Aquino
10003,8/22/2024,9:28 AM,4:46 PM,Bianca Sofia,Aquino
10003,8/23/2024,9:27 AM,6:50 PM,Bianca Sofia,Aquino
10003,8/26/2024,8:53 AM,6:58 PM,Bianca Sofia,Aquino
10003,8/27/2024,8:34 AM,3:49 PM,Bianca Sofia,Aquino
10003,8/28/2024,9:50 AM,7:36 PM,Bianca Sofia,Aquino
10003,8/29/2024,9:01 AM,7:34 PM,Bianca Sofia,Aquino
10003,8/30/2024,9:51 AM,7:41 PM,Bianca Sofia,Aquino
10003,9/2/2024,8:20 AM,3:28 PM,Bianca Sofia,Aquino
10003,9/3/2024,10:48 AM,9:27 PM,Bianca Sofia,Aquino
10003,9/4/2024,10:50 AM,7:39 PM,Bianca Sofia,Aquino
10003,9/5/2024,8:01 AM,3:24 PM,Bianca Sofia,Aquino
