Employee #,Date,Log In,Log Out,First Name,Last Name
10030,6/3/2024,9:04 AM,4:39 PM,Emelia,Maceda
10030,6/4/2024,8:20 AM,4:30 PM,Emelia,Maceda
10030,6/5/2024,9:24 AM,5:30 PM,Emelia,Maceda
10030,6/6/2024,9:59 AM,8:54 PM,Emelia,Maceda
10030,6/7/2024,8:33 AM,7:10 PM,Emelia,Maceda
10030,6/10/2024,8:21 AM,5:24 PM,Emelia,Maceda
10030,6/11/2024,8:20 AM,6:18 PM,Emelia,Maceda
10030,6/12/2024,8:20 AM,4:05 PM,Emelia,Maceda
10030,6/13/2024,9:34 AM,4:40 PM,Emelia,Maceda
10030,6/14/2024,10:29 AM,8:21 PM,Emelia,Maceda
10030,6/17/2024,10:37 AM,8:45 PM,Emelia,Maceda
10030,6/18/2024,9:42 AM,4:47 PM,Emelia,Maceda
10030,6/19/2024,10:29 AM,5:34 PM,Emelia,Maceda
10030,6/20/2024,10:29 AM,8:46 PM,Emelia,Maceda
10030,6/21/2024,9:09 AM,7:14 PM,Emelia,Maceda
10030,6/24/2024,10:41 AM,8:26 PM,Emelia,Maceda
10030,6/25/2024,8:18 AM,5:29 PM,Emelia,Maceda
10030,6/26/2024,9:12 AM,6:55 PM,Emelia,Maceda
10030,6/27/2024,10:48 AM,7:57 PM,Emelia,Maceda
10030,6/28/2024,9:49 AM,5:06 PM,Emelia,Maceda
10030,7/1/2024,8:54 AM,4:29 PM,Emelia,Maceda
10030,7/2/2024,8:44 AM,4:49 PM,Emelia,Maceda
10030,7/3/2024,9:53 AM,6:07 PM,Emelia,Maceda
10030,7/4/2024,10:55 AM,6:48 PM,Emelia,Maceda
10030,7/5/2024,9:24 AM,4:25 PM,Emelia,Maceda
10030,7/8/2024,9:01 AM,5:09 PM,Emelia,Maceda
10030,7/9/2024,10:18 AM,9:12 PM,Emelia,Maceda
10030,7/10/2024,9:41 AM,7:12 PM,Emelia,Maceda
10030,7/11/2024,10:29 AM,7:34 PM,Emelia,Maceda
10030,7/12/2024,10:23 AM,5:39 PM,Emelia,Maceda
10030,7/15/2024,10:53 AM,8:06 PM,Emelia,Maceda
10030,7/16/2024,8:37 AM,6:37 PM,Emelia,Maceda
10030,7/17/2024,10:46 AM,8:57 PM,Emelia,Maceda
10030,7/18/2024,10:21 AM,5:30 PM,Emelia,Maceda
10030,7/19/2024,9:05 AM,4:14 PM,Emelia,Maceda
10030,7/22/2024,9:38 AM,6:32 PM,Emelia,Maceda
10030,7/23/2024,9:30 AM,6:26 PM,Emelia,Maceda
10030,7/24/2024,10:53 AM,9:27 PM,Emelia,Maceda
10030,7/25/2024,8:38 AM,5:56 PM,Emelia,Maceda
10030,7/26/2024,10:03 AM,6:47 PM,Emelia,Maceda
10030,7/29/2024,8:22 AM,5:42 PM,Emelia,Maceda
10030,7/30/2024,10:45 AM,9:01 PM,Emelia,Maceda
10030,7/31/2024,8:17 AM,4:27 PM,Emelia,Maceda
10030,8/1/2024,9:59 AM,5:34 PM,Emelia,Maceda
10030,8/2/2024,8:36 AM,4:43 PM,Emelia,Maceda
10030,8/5/2024,10:05 AM,8:13 PM,Emelia,Maceda
10030,8/6/2024,9:37 AM,8:18 PM,Emelia,Maceda
10030,8/7/2024,9:57 AM,6:51 PM,Emelia,Maceda
10030,8/8/2024,8:40 AM,4:25 PM,Emelia,Maceda
10030,8/9/2024,8:45 AM,5:03 PM,Emelia,Maceda
10030,8/12/2024,8:21 AM,5:54 PM,Emelia,Maceda
10030,8/13/2024,8:51 AM,7:03 PM,Emelia,Maceda
10030,8/14/2024,9:20 AM,4:52 PM,Emelia,Maceda
10030,8/15/2024,10:28 AM,7:06 PM,Emelia,Maceda
10030,8/16/2024,10:33 AM,6:00 PM,Emelia,Maceda
10030,8/19/2024,10:07 AM,7:21 PM,Emelia,Maceda
