"Employee #","Date","Log In","Log Out","First Name","Last Name","DTR Approved By","DTR Approved Date","DTR Status","Payroll Approved By","Payroll Approved Date","Payroll Status"
"10002","6/3/2024","10:35 am","7:44 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/4/2024","10:11 am","8:16 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/5/2024","9:24 am","7:19 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/6/2024","10:47 am","8:43 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/7/2024","9:41 am","8:01 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/10/2024","8:02 am","6:40 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/11/2024","9:55 am","7:49 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/12/2024","9:04 am","6:20 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/13/2024","8:35 am","6:33 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/14/2024","8:22 am","5:34 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/17/2024","9:44 am","6:35 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/18/2024","9:55 am","5:35 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/19/2024","9:29 am","7:35 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/20/2024","9:17 am","7:59 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/21/2024","10:14 am","7:10 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/24/2024","9:08 am","4:12 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/25/2024","8:48 am","7:41 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/26/2024","9:49 am","6:47 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/27/2024","9:42 am","6:48 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","6/28/2024","8:13 am","6:42 pm","Antonio","Lim","10001","7/5/2025","Approved","10011","7/6/2025","Approved"
"10002","7/1/2024","10:06 am","7:22 pm","Antonio","Lim","10001","7/5/2025","Approved","10003","7/8/2025","Approved"
"10002","7/2/2024","10:38 am","6:29 pm","Antonio","Lim","10001","7/5/2025","Approved","10003","7/8/2025","Approved"
"10002","7/3/2024","9:53 am","6:07 pm","Antonio","Lim","10001","7/5/2025","Approved","10003","7/8/2025","Approved"
"10002","7/4/2024","10:19 am","5:46 pm","Antonio","Lim","10001","7/5/2025","Approved","10003","7/8/2025","Approved"
"10002","7/5/2024","9:07 am","5:31 pm","Antonio","Lim","10001","7/5/2025","Approved","10003","7/8/2025","Approved"
"10002","7/8/2024","9:53 am","6:32 pm","Antonio","Lim","10001","7/5/2025","Approved","10003","7/8/2025","Approved"
"10002","7/9/2024","8:45 am","4:35 pm","Antonio","Lim","10001","7/5/2025","Approved","10003","7/8/2025","Approved"
"10002","7/10/2024","9:25 am","6:52 pm","Antonio","Lim","10001","7/5/2025","Approved","10003","7/8/2025","Approved"
