Employee #,Date,Log In,Log Out,First Name,Last Name
10000,6/3/2024,8:59 AM,6:31 PM,Super,Admin
10000,6/4/2024,9:47 AM,7:07 PM,Super,Admin
10000,6/5/2024,10:57 AM,9:32 PM,Super,Admin
10000,6/6/2024,9:32 AM,7:15 PM,Super,Admin
10000,6/7/2024,9:46 AM,7:15 PM,Super,Admin
10000,6/10/2024,9:10 AM,6:36 PM,Super,Admin
10000,6/11/2024,10:30 AM,8:53 PM,Super,Admin
10000,6/12/2024,8:37 AM,6:25 PM,Super,Admin
10000,6/13/2024,8:24 AM,7:20 PM,Super,Admin
10000,6/14/2024,9:28 AM,7:24 PM,Super,Admin
10000,6/17/2024,9:07 AM,7:10 PM,Super,Admin
10000,6/18/2024,8:32 AM,6:35 PM,Super,Admin
10000,6/19/2024,9:05 AM,6:30 PM,Super,Admin
10000,6/20/2024,9:07 AM,8:01 PM,Super,Admin
10000,6/21/2024,8:19 AM,3:24 PM,Super,Admin
10000,6/24/2024,10:26 AM,7:43 PM,Super,Admin
10000,6/25/2024,9:52 AM,5:12 PM,Super,Admin
10000,6/26/2024,8:23 AM,6:51 PM,Super,Admin
10000,6/27/2024,8:46 AM,4:09 PM,Super,Admin
10000,6/28/2024,9:07 AM,6:28 PM,Super,Admin
10000,7/1/2024,9:15 AM,7:17 PM,Super,Admin
10000,7/2/2024,9:33 AM,7:06 PM,Super,Admin
10000,7/3/2024,10:43 AM,7:29 PM,Super,Admin
10000,7/4/2024,8:15 AM,6:26 PM,Super,Admin
10000,7/5/2024,8:00 AM,4:29 PM,Super,Admin
10000,7/8/2024,8:32 AM,4:59 PM,Super,Admin
10000,7/9/2024,9:46 AM,6:46 PM,Super,Admin
10000,7/10/2024,9:02 AM,5:37 PM,Super,Admin
10000,7/11/2024,10:57 AM,9:16 PM,Super,Admin
10000,7/12/2024,8:48 AM,5:32 PM,Super,Admin
10000,7/15/2024,10:02 AM,8:52 PM,Super,Admin
10000,7/16/2024,9:52 AM,7:24 PM,Super,Admin
10000,7/17/2024,10:37 AM,7:25 PM,Super,Admin
10000,7/18/2024,10:10 AM,6:44 PM,Super,Admin
10000,7/19/2024,10:41 AM,6:38 PM,Super,Admin
10000,7/22/2024,8:28 AM,6:15 PM,Super,Admin
10000,7/23/2024,10:54 AM,8:03 PM,Super,Admin
10000,7/24/2024,8:46 AM,5:42 PM,Super,Admin
10000,7/25/2024,10:25 AM,9:00 PM,Super,Admin
10000,7/26/2024,10:52 AM,6:25 PM,Super,Admin
10000,7/29/2024,8:11 AM,6:48 PM,Super,Admin
10000,7/30/2024,8:04 AM,5:00 PM,Super,Admin
10000,7/31/2024,9:52 AM,6:05 PM,Super,Admin
10000,8/1/2024,10:08 AM,6:21 PM,Super,Admin
10000,8/2/2024,10:30 AM,8:48 PM,Super,Admin
10000,8/5/2024,8:01 AM,6:19 PM,Super,Admin
10000,8/6/2024,10:01 AM,5:37 PM,Super,Admin
10000,8/7/2024,9:21 AM,5:17 PM,Super,Admin
10000,8/8/2024,9:15 AM,4:54 PM,Super,Admin
10000,8/9/2024,9:35 AM,5:16 PM,Super,Admin
10000,8/12/2024,9:56 AM,6:02 PM,Super,Admin
10000,8/13/2024,8:34 AM,7:00 PM,Super,Admin
10000,8/14/2024,9:59 AM,7:51 PM,Super,Admin
10000,8/15/2024,9:41 AM,5:24 PM,Super,Admin
10000,8/16/2024,9:46 AM,7:13 PM,Super,Admin
10000,8/19/2024,10:46 AM,6:08 PM,Super,Admin
10000,8/20/2024,8:15 AM,4:12 PM,Super,Admin
10000,8/21/2024,8:56 AM,4:56 PM,Super,Admin
10000,8/22/2024,9:33 AM,7:48 PM,Super,Admin
10000,8/23/2024,8:25 AM,4:27 PM,Super,Admin
10000,8/26/2024,10:12 AM,8:48 PM,Super,Admin
10000,8/27/2024,9:08 AM,7:12 PM,Super,Admin
10000,8/28/2024,10:20 AM,6:35 PM,Super,Admin
10000,8/29/2024,8:07 AM,6:00 PM,Super,Admin
10000,8/30/2024,8:45 AM,6:35 PM,Super,Admin
10000,9/2/2024,10:31 AM,8:13 PM,Super,Admin
10000,9/3/2024,10:49 AM,7:10 PM,Super,Admin
