Employee #,Date,Log In,Log Out,First Name,Last Name
10023,6/3/2024,10:27 AM,8:10 PM,Vella,Santos
10023,6/4/2024,10:06 AM,8:32 PM,Vella,Santos
10023,6/5/2024,10:01 AM,8:19 PM,Vella,Santos
10023,6/6/2024,10:55 AM,7:53 PM,Vella,Santos
10023,6/7/2024,10:13 AM,6:01 PM,Vella,Santos
10023,6/10/2024,9:25 AM,4:34 PM,Vella,Santos
10023,6/11/2024,8:48 AM,7:10 PM,Vella,Santos
10023,6/12/2024,10:53 AM,8:58 PM,Vella,Santos
10023,6/13/2024,9:30 AM,7:55 PM,Vella,Santos
10023,6/14/2024,10:53 AM,6:21 PM,Vella,Santos
10023,6/17/2024,9:59 AM,6:10 PM,Vella,Santos
10023,6/18/2024,10:35 AM,7:00 PM,Vella,Santos
10023,6/19/2024,10:42 AM,6:17 PM,Vella,Santos
10023,6/20/2024,9:04 AM,4:44 PM,Vella,Santos
10023,6/21/2024,9:06 AM,6:41 PM,Vella,Santos
10023,6/24/2024,8:30 AM,4:13 PM,Vella,Santos
10023,6/25/2024,10:24 AM,8:50 PM,Vella,Santos
10023,6/26/2024,10:21 AM,7:05 PM,Vella,Santos
10023,6/27/2024,10:29 AM,6:19 PM,Vella,Santos
10023,6/28/2024,8:08 AM,4:54 PM,Vella,Santos
10023,7/1/2024,10:08 AM,6:49 PM,Vella,Santos
10023,7/2/2024,9:48 AM,7:38 PM,Vella,Santos
10023,7/3/2024,10:26 AM,5:41 PM,Vella,Santos
10023,7/4/2024,9:32 AM,5:22 PM,Vella,Santos
10023,7/5/2024,10:37 AM,8:48 PM,Vella,Santos
10023,7/8/2024,9:27 AM,7:35 PM,Vella,Santos
10023,7/9/2024,10:52 AM,6:45 PM,Vella,Santos
10023,7/10/2024,9:46 AM,5:59 PM,Vella,Santos
10023,7/11/2024,10:22 AM,6:06 PM,Vella,Santos
10023,7/12/2024,8:36 AM,4:25 PM,Vella,Santos
10023,7/15/2024,9:32 AM,4:57 PM,Vella,Santos
10023,7/16/2024,9:50 AM,8:30 PM,Vella,Santos
10023,7/17/2024,8:49 AM,4:57 PM,Vella,Santos
10023,7/18/2024,9:54 AM,8:27 PM,Vella,Santos
10023,7/19/2024,8:09 AM,4:36 PM,Vella,Santos
10023,7/22/2024,10:18 AM,6:20 PM,Vella,Santos
10023,7/23/2024,9:04 AM,5:09 PM,Vella,Santos
10023,7/24/2024,8:28 AM,4:42 PM,Vella,Santos
10023,7/25/2024,8:43 AM,7:21 PM,Vella,Santos
10023,7/26/2024,8:26 AM,4:24 PM,Vella,Santos
10023,7/29/2024,9:03 AM,4:33 PM,Vella,Santos
10023,7/30/2024,9:38 AM,7:53 PM,Vella,Santos
10023,7/31/2024,8:11 AM,6:53 PM,Vella,Santos
10023,8/1/2024,10:50 AM,8:25 PM,Vella,Santos
10023,8/2/2024,8:35 AM,4:11 PM,Vella,Santos
10023,8/5/2024,10:34 AM,8:09 PM,Vella,Santos
10023,8/6/2024,8:36 AM,6:11 PM,Vella,Santos
10023,8/7/2024,8:29 AM,5:16 PM,Vella,Santos
10023,8/8/2024,10:23 AM,6:37 PM,Vella,Santos
10023,8/9/2024,8:15 AM,5:51 PM,Vella,Santos
10023,8/12/2024,9:11 AM,5:54 PM,Vella,Santos
10023,8/13/2024,9:23 AM,6:28 PM,Vella,Santos
10023,8/14/2024,9:51 AM,8:19 PM,Vella,Santos
10023,8/15/2024,9:56 AM,6:06 PM,Vella,Santos
10023,8/16/2024,8:01 AM,3:05 PM,Vella,Santos
10023,8/19/2024,9:01 AM,4:20 PM,Vella,Santos
10023,8/20/2024,10:22 AM,5:25 PM,Vella,Santos
10023,8/21/2024,8:49 AM,5:34 PM,Vella,Santos
10023,8/22/2024,10:43 AM,7:38 PM,Vella,Santos
10023,8/23/2024,8:43 AM,6:20 PM,Vella,Santos
10023,8/26/2024,10:24 AM,5:42 PM,Vella,Santos
10023,8/27/2024,10:19 AM,5:32 PM,Vella,Santos
10023,8/28/2024,8:42 AM,4:48 PM,Vella,Santos
10023,8/29/2024,8:14 AM,3:40 PM,Vella,Santos
10023,8/30/2024,10:29 AM,6:29 PM,Vella,Santos
10023,9/2/2024,8:34 AM,6:58 PM,Vella,Santos
10023,9/3/2024,10:42 AM,7:15 PM,Vella,Santos
10023,9/4/2024,9:50 AM,5:34 PM,Vella,Santos
