Employee #,Date,Log In,Log Out,First Name,Last Name,DTR Approved By,DTR Approved Date,DTR Status,Payroll Approved By,Payroll Approved Date,Payroll Status
10028,6/3/2024,8:52 am,5:23 pm,Lizeth,Villegas,,,,,,
10028,6/4/2024,10:05 am,7:33 pm,Lizeth,Villegas,,,,,,
10028,6/5/2024,10:14 am,7:01 pm,Lizeth,Villegas,,,,,,
10028,6/6/2024,8:02 am,5:46 pm,Lizeth,Villegas,,,,,,
10028,6/7/2024,8:29 am,7:24 pm,Lizeth,Villegas,,,,,,
10028,6/10/2024,9:28 am,4:52 pm,Lizeth,Villegas,,,,,,
10028,6/11/2024,8:56 am,6:11 pm,Lizeth,Villegas,,,,,,
10028,6/12/2024,10:33 am,6:46 pm,Lizeth,Villegas,,,,,,
10028,6/13/2024,10:22 am,7:14 pm,Lizeth,Villegas,,,,,,
10028,6/14/2024,8:09 am,6:57 pm,Lizeth,Villegas,,,,,,
10028,6/17/2024,10:42 am,8:23 pm,Lizeth,Villegas,,,,,,
10028,6/18/2024,8:38 am,6:56 pm,Lizeth,Villegas,,,,,,
10028,6/19/2024,10:35 am,6:55 pm,Lizeth,Villegas,,,,,,
10028,6/20/2024,9:30 am,6:13 pm,Lizeth,Villegas,,,,,,
10028,6/21/2024,9:32 am,7:48 pm,Lizeth,Villegas,,,,,,
10028,6/24/2024,9:30 am,5:18 pm,Lizeth,Villegas,,,,,,
10028,6/25/2024,8:09 am,3:13 pm,Lizeth,Villegas,,,,,,
10028,6/26/2024,10:13 am,5:42 pm,Lizeth,Villegas,,,,,,
10028,6/27/2024,9:31 am,5:35 pm,Lizeth,Villegas,,,,,,
10028,6/28/2024,9:09 am,5:46 pm,Lizeth,Villegas,,,,,,
10028,7/1/2024,10:01 am,7:28 pm,Lizeth,Villegas,,,,,,
10028,7/2/2024,9:18 am,6:59 pm,Lizeth,Villegas,,,,,,
10028,7/3/2024,8:36 am,4:53 pm,Lizeth,Villegas,,,,,,
10028,7/4/2024,8:11 am,3:23 pm,Lizeth,Villegas,,,,,,
10028,7/5/2024,10:55 am,7:40 pm,Lizeth,Villegas,,,,,,
10028,7/8/2024,10:51 am,9:26 pm,Lizeth,Villegas,,,,,,
10028,7/9/2024,9:21 am,6:09 pm,Lizeth,Villegas,,,,,,
10028,7/10/2024,10:24 am,7:19 pm,Lizeth,Villegas,,,,,,
10028,7/11/2024,10:30 am,8:21 pm,Lizeth,Villegas,,,,,,
10028,7/12/2024,8:53 am,5:26 pm,Lizeth,Villegas,,,,,,
10028,7/15/2024,10:35 am,6:04 pm,Lizeth,Villegas,,,,,,
10028,7/16/2024,8:54 am,7:02 pm,Lizeth,Villegas,,,,,,
10028,7/17/2024,8:06 am,5:52 pm,Lizeth,Villegas,,,,,,
10028,7/18/2024,9:49 am,8:33 pm,Lizeth,Villegas,,,,,,
