Employee #,Date,Log In,Log Out,First Name,Last Name
10032,6/3/2024,8:29 AM,4:46 PM,John Rafael,Castro
10032,6/4/2024,8:48 AM,4:36 PM,John Rafael,Castro
10032,6/5/2024,10:33 AM,7:11 PM,John Rafael,Castro
10032,6/6/2024,10:24 AM,8:21 PM,John Rafael,Castro
10032,6/7/2024,8:52 AM,7:40 PM,John Rafael,Castro
10032,6/10/2024,10:13 AM,8:59 PM,John Rafael,Castro
10032,6/11/2024,9:11 AM,5:52 PM,John Rafael,Castro
10032,6/12/2024,9:16 AM,7:11 PM,John Rafael,Castro
10032,6/13/2024,9:00 AM,6:18 PM,John Rafael,Castro
10032,6/14/2024,10:40 AM,8:16 PM,John Rafael,Castro
10032,6/17/2024,10:52 AM,6:42 PM,John Rafael,Castro
10032,6/18/2024,10:16 AM,5:23 PM,John Rafael,Castro
10032,6/19/2024,9:39 AM,6:08 PM,John Rafael,Castro
10032,6/20/2024,9:17 AM,5:17 PM,John Rafael,Castro
10032,6/21/2024,9:48 AM,8:29 PM,John Rafael,Castro
10032,6/24/2024,8:04 AM,4:14 PM,John Rafael,Castro
10032,6/25/2024,8:28 AM,4:24 PM,John Rafael,Castro
10032,6/26/2024,10:50 AM,9:40 PM,John Rafael,Castro
10032,6/27/2024,8:09 AM,3:56 PM,John Rafael,Castro
10032,6/28/2024,10:41 AM,8:39 PM,John Rafael,Castro
10032,7/1/2024,10:06 AM,5:54 PM,John Rafael,Castro
10032,7/2/2024,9:55 AM,7:47 PM,John Rafael,Castro
10032,7/3/2024,10:35 AM,6:09 PM,John Rafael,Castro
10032,7/4/2024,9:20 AM,5:22 PM,John Rafael,Castro
10032,7/5/2024,9:02 AM,6:57 PM,John Rafael,Castro
10032,7/8/2024,8:31 AM,4:09 PM,John Rafael,Castro
10032,7/9/2024,9:38 AM,6:29 PM,John Rafael,Castro
10032,7/10/2024,9:50 AM,8:05 PM,John Rafael,Castro
10032,7/11/2024,9:38 AM,5:33 PM,John Rafael,Castro
10032,7/12/2024,9:21 AM,5:04 PM,John Rafael,Castro
10032,7/15/2024,10:41 AM,8:40 PM,John Rafael,Castro
10032,7/16/2024,8:11 AM,6:25 PM,John Rafael,Castro
10032,7/17/2024,8:27 AM,6:47 PM,John Rafael,Castro
10032,7/18/2024,8:45 AM,7:18 PM,John Rafael,Castro
10032,7/19/2024,9:25 AM,7:02 PM,John Rafael,Castro
10032,7/22/2024,9:30 AM,5:45 PM,John Rafael,Castro
10032,7/23/2024,10:43 AM,8:24 PM,John Rafael,Castro
10032,7/24/2024,10:12 AM,8:47 PM,John Rafael,Castro
10032,7/25/2024,9:01 AM,4:03 PM,John Rafael,Castro
10032,7/26/2024,8:31 AM,4:19 PM,John Rafael,Castro
10032,7/29/2024,9:12 AM,6:13 PM,John Rafael,Castro
10032,7/30/2024,9:22 AM,4:23 PM,John Rafael,Castro
10032,7/31/2024,9:43 AM,8:11 PM,John Rafael,Castro
10032,8/1/2024,8:30 AM,7:08 PM,John Rafael,Castro
10032,8/2/2024,9:02 AM,6:51 PM,John Rafael,Castro
10032,8/5/2024,10:44 AM,8:45 PM,John Rafael,Castro
10032,8/6/2024,10:49 AM,9:05 PM,John Rafael,Castro
10032,8/7/2024,8:45 AM,4:21 PM,John Rafael,Castro
10032,8/8/2024,10:16 AM,6:47 PM,John Rafael,Castro
10032,8/9/2024,8:26 AM,4:52 PM,John Rafael,Castro
10032,8/12/2024,9:05 AM,4:26 PM,John Rafael,Castro
10032,8/13/2024,9:20 AM,4:51 PM,John Rafael,Castro
10032,8/14/2024,9:26 AM,7:18 PM,John Rafael,Castro
10032,8/15/2024,8:00 AM,3:49 PM,John Rafael,Castro
10032,8/16/2024,9:04 AM,7:10 PM,John Rafael,Castro
10032,8/19/2024,8:24 AM,7:20 PM,John Rafael,Castro
10032,8/20/2024,8:02 AM,5:05 PM,John Rafael,Castro
10032,8/21/2024,9:41 AM,5:41 PM,John Rafael,Castro
10032,8/22/2024,8:28 AM,5:30 PM,John Rafael,Castro
10032,8/23/2024,10:31 AM,7:20 PM,John Rafael,Castro
10032,8/26/2024,8:01 AM,4:51 PM,John Rafael,Castro
10032,8/27/2024,10:11 AM,5:29 PM,John Rafael,Castro
