Employee #,Date,Log In,Log Out,First Name,Last Name
10021,6/3/2024,9:37 AM,6:45 PM,Darlene,Lazaro
10021,6/4/2024,8:59 AM,7:50 PM,Darlene,Lazaro
10021,6/5/2024,10:18 AM,6:05 PM,Darlene,Lazaro
10021,6/6/2024,8:03 AM,4:44 PM,Darlene,Lazaro
10021,6/7/2024,9:52 AM,7:04 PM,Darlene,Lazaro
10021,6/10/2024,9:03 AM,4:45 PM,Darlene,Lazaro
10021,6/11/2024,9:33 AM,6:51 PM,Darlene,Lazaro
10021,6/12/2024,10:09 AM,7:52 PM,Darlene,Lazaro
10021,6/13/2024,8:47 AM,5:17 PM,Darlene,Lazaro
10021,6/14/2024,9:44 AM,6:25 PM,Darlene,Lazaro
10021,6/17/2024,10:25 AM,8:02 PM,Darlene,Lazaro
10021,6/18/2024,9:02 AM,5:36 PM,Darlene,Lazaro
10021,6/19/2024,10:37 AM,6:21 PM,Darlene,Lazaro
10021,6/20/2024,9:35 AM,7:22 PM,Darlene,Lazaro
10021,6/21/2024,9:23 AM,7:28 PM,Darlene,Lazaro
10021,6/24/2024,8:49 AM,4:16 PM,Darlene,Lazaro
10021,6/25/2024,9:07 AM,5:24 PM,Darlene,Lazaro
10021,6/26/2024,9:55 AM,7:16 PM,Darlene,Lazaro
10021,6/27/2024,8:11 AM,7:05 PM,Darlene,Lazaro
10021,6/28/2024,9:56 AM,8:30 PM,Darlene,Lazaro
10021,7/1/2024,9:57 AM,6:40 PM,Darlene,Lazaro
10021,7/2/2024,9:03 AM,5:55 PM,Darlene,Lazaro
10021,7/3/2024,8:49 AM,7:16 PM,Darlene,Lazaro
10021,7/4/2024,8:21 AM,4:55 PM,Darlene,Lazaro
10021,7/5/2024,10:36 AM,8:42 PM,Darlene,Lazaro
10021,7/8/2024,9:50 AM,6:30 PM,Darlene,Lazaro
10021,7/9/2024,8:07 AM,4:33 PM,Darlene,Lazaro
